Block;Rack;Line;Fruit_s;Generation;Date_O;Date_A;Line;Colonne;Treatment;Nb_eggs;Obs_O;Nb_adults;Obs_A,
2;F;CA4;GF;G1;20/04/2017;04/05/2017;L8;C7;Blackcurrant;108;AA;38;LO,
2;F;CA4;GF;G1;20/04/2017;04/05/2017;L9;C7;Blackcurrant;222;AA;3;LO,
2;F;CA4;GF;G1;20/04/2017;04/05/2017;L10;C7;Blackcurrant;102;AA;8;LO,
2;F;CA4;GF;G1;20/04/2017;04/05/2017;L1;C8;Blackcurrant;331;RH;24;LO,
2;F;CA4;GF;G1;20/04/2017;04/05/2017;L2;C8;Blackcurrant;193;RH;13;LO,
2;F;CA4;GF;G1;20/04/2017;04/05/2017;L3;C8;Blackcurrant;151;RH;18;LO,
2;F;CA4;GF;G1;20/04/2017;04/05/2017;L4;C8;Blackcurrant;92;RH;4;LO,
2;F;CA4;GF;G1;20/04/2017;04/05/2017;L5;C8;Blackcurrant;263;RH;14;LO,
2;F;CA4;GF;G1;20/04/2017;04/05/2017;L6;C8;Blackcurrant;209;RH;13;LO,
2;F;CA4;GF;G1;20/04/2017;04/05/2017;L7;C8;Blackcurrant;185;RH;13;LO,
2;F;CA4;GF;G1;20/04/2017;04/05/2017;L8;C8;Blackcurrant;116;RH;3;LO,
2;F;CA4;GF;G1;20/04/2017;04/05/2017;L9;C8;Blackcurrant;91;RH;7;LO,
2;F;CA4;GF;G1;20/04/2017;04/05/2017;L10;C8;Blackcurrant;173;RH;0;LO,
2;F;EG4;GF;G1;20/04/2017;04/05/2017;L1;C9;Rosehips;128;AA;36;LO,
2;F;EG4;GF;G1;20/04/2017;04/05/2017;L2;C9;Rosehips;90;AA;6;LO,
2;F;EG4;GF;G1;20/04/2017;04/05/2017;L3;C9;Rosehips;132;AA;4;LO,
2;F;EG4;GF;G1;20/04/2017;04/05/2017;L4;C9;Rosehips;76;AA;4;LO,
2;F;EG4;GF;G1;20/04/2017;04/05/2017;L5;C9;Rosehips;90;AA;0;LO,
2;F;EG4;GF;G1;20/04/2017;04/05/2017;L6;C9;Rosehips;105;AA;4;LO,
2;F;EG4;GF;G1;20/04/2017;04/05/2017;L7;C9;Rosehips;60;AA;0;LO,
2;F;EG4;GF;G1;20/04/2017;04/05/2017;L8;C9;Rosehips;127;AA;0;LO,
2;F;EG4;GF;G1;20/04/2017;04/05/2017;L9;C9;Rosehips;110;AA;12;LO,
2;F;EG4;GF;G1;20/04/2017;04/05/2017;L10;C9;Rosehips;33;AA;0;LO,
2;F;EG4;GF;G1;20/04/2017;04/05/2017;L1;C10;Rosehips;82;AA;14;LO,
2;F;EG4;GF;G1;20/04/2017;04/05/2017;L2;C10;Rosehips;59;AA;17;LO,
2;F;EG4;GF;G1;20/04/2017;04/05/2017;L3;C10;Rosehips;184;AA;4;LO,
2;F;EG4;GF;G1;20/04/2017;04/05/2017;L4;C10;Rosehips;52;AA;2;LO,
2;F;EG4;GF;G1;20/04/2017;04/05/2017;L5;C10;Rosehips;193;AA;4;LO,
2;F;EG4;GF;G1;20/04/2017;04/05/2017;L6;C10;Rosehips;50;AA;0;LO,
2;F;EG4;GF;G1;20/04/2017;04/05/2017;L7;C10;Rosehips;68;AA;36;LO,
2;F;EG4;GF;G1;20/04/2017;04/05/2017;L8;C10;Rosehips;112;AA;1;LO,
2;F;EG4;GF;G1;20/04/2017;04/05/2017;L9;C10;Rosehips;110;AA;0;LO,
2;F;EG4;GF;G1;20/04/2017;04/05/2017;L10;C10;Rosehips;206;AA;4;LO,
2;G;FR4;GF;G1;20/04/2017;04/05/2017;L1;C1;Strawberry;116;AA;5;LO,
2;G;FR4;GF;G1;20/04/2017;04/05/2017;L2;C1;Strawberry;86;AA;22;LO,
2;G;FR4;GF;G1;20/04/2017;04/05/2017;L3;C1;Strawberry;74;AA;40;LO,
2;G;FR4;GF;G1;20/04/2017;04/05/2017;L4;C1;Strawberry;138;AA;27;LO,
2;G;FR4;GF;G1;20/04/2017;04/05/2017;L5;C1;Strawberry;201;AA;47;LO,
2;G;FR4;GF;G1;20/04/2017;04/05/2017;L6;C1;Strawberry;92;AA;24;LO,
2;G;FR4;GF;G1;20/04/2017;04/05/2017;L7;C1;Strawberry;140;AA;35;LO,
2;G;FR4;GF;G1;20/04/2017;04/05/2017;L8;C1;Strawberry;81;AA;17;LO,
2;G;FR4;GF;G1;20/04/2017;04/05/2017;L9;C1;Strawberry;58;AA;19;LO,
2;G;FR4;GF;G1;20/04/2017;04/05/2017;L10;C1;Strawberry;154;AA;32;LO,
2;G;FR4;GF;G1;20/04/2017;04/05/2017;L1;C2;Strawberry;77;LO;26;LO,
2;G;FR4;GF;G1;20/04/2017;04/05/2017;L2;C2;Strawberry;114;LO;35;LO,
2;G;FR4;GF;G1;20/04/2017;04/05/2017;L3;C2;Strawberry;110;LO;39;LO,
2;G;FR4;GF;G1;20/04/2017;04/05/2017;L4;C2;Strawberry;135;LO;52;LO,
2;G;FR4;GF;G1;20/04/2017;04/05/2017;L5;C2;Strawberry;108;LO;22;LO,
2;G;FR4;GF;G1;20/04/2017;04/05/2017;L6;C2;Strawberry;85;LO;37;LO,
2;G;FR4;GF;G1;20/04/2017;04/05/2017;L7;C2;Strawberry;29;LO;10;LO,
2;G;FR4;GF;G1;20/04/2017;04/05/2017;L8;C2;Strawberry;153;LO;32;LO,
2;G;FR4;GF;G1;20/04/2017;04/05/2017;L9;C2;Strawberry;96;LO;42;LO,
2;G;FR4;GF;G1;20/04/2017;04/05/2017;L10;C2;Strawberry;125;LO;29;LO,
2;G;CA5;GF;G1;20/04/2017;04/05/2017;L1;C3;Blackcurrant;120;AA;4;LO,
2;G;CA5;GF;G1;20/04/2017;04/05/2017;L2;C3;Blackcurrant;162;AA;12;LO,
2;G;CA5;GF;G1;20/04/2017;04/05/2017;L3;C3;Blackcurrant;126;AA;17;LO,
2;G;CA5;GF;G1;20/04/2017;04/05/2017;L4;C3;Blackcurrant;114;AA;5;LO,
2;G;CA5;GF;G1;20/04/2017;04/05/2017;L5;C3;Blackcurrant;200;AA;11,00;LO
2;G;CA5;GF;G1;20/04/2017;04/05/2017;L6;C3;Blackcurrant;95;AA;9;LO,
2;G;CA5;GF;G1;20/04/2017;04/05/2017;L7;C3;Blackcurrant;153;AA;3;LO,
2;G;CA5;GF;G1;20/04/2017;04/05/2017;L8;C3;Blackcurrant;70;AA;5;LO,
2;G;CA5;GF;G1;20/04/2017;04/05/2017;L9;C3;Blackcurrant;190;AA;19;LO,
2;G;CA5;GF;G1;20/04/2017;04/05/2017;L10;C3;Blackcurrant;134;AA;8;LO,
2;G;CA5;GF;G1;20/04/2017;04/05/2017;L1;C4;Blackcurrant;154;LO;0;LO,
2;G;CA5;GF;G1;20/04/2017;04/05/2017;L2;C4;Blackcurrant;153;LO;19;LO,
2;G;CA5;GF;G1;20/04/2017;04/05/2017;L3;C4;Blackcurrant;119;LO;20;LO,
2;G;CA5;GF;G1;20/04/2017;04/05/2017;L4;C4;Blackcurrant;229;LO;14;LO,
2;G;CA5;GF;G1;20/04/2017;04/05/2017;L5;C4;Blackcurrant;96;LO;4;LO,
2;G;CA5;GF;G1;20/04/2017;04/05/2017;L6;C4;Blackcurrant;101;LO;9;LO,
2;G;CA5;GF;G1;20/04/2017;04/05/2017;L7;C4;Blackcurrant;102;LO;23;LO,
2;G;CA5;GF;G1;20/04/2017;04/05/2017;L8;C4;Blackcurrant;134;LO;29;LO,
2;G;CA5;GF;G1;20/04/2017;04/05/2017;L9;C4;Blackcurrant;60;LO;2;LO,
2;G;CA5;GF;G1;20/04/2017;04/05/2017;L10;C4;Blackcurrant;131;LO;26;LO,
2;G;TO5;GF;G1;20/04/2017;04/05/2017;L1;C5;Tomato;126;AA;25;LO,
2;G;TO5;GF;G1;20/04/2017;04/05/2017;L2;C5;Tomato;59;AA;7;LO,
2;G;TO5;GF;G1;20/04/2017;04/05/2017;L3;C5;Tomato;48;AA;1;LO,
2;G;TO5;GF;G1;20/04/2017;04/05/2017;L4;C5;Tomato;59;AA;0;LO,
2;G;TO5;GF;G1;20/04/2017;04/05/2017;L5;C5;Tomato;106;AA;3;LO,
2;G;TO5;GF;G1;20/04/2017;04/05/2017;L6;C5;Tomato;58;AA;0;LO,
2;G;TO5;GF;G1;20/04/2017;04/05/2017;L7;C5;Tomato;75;AA;4;LO,
2;G;TO5;GF;G1;20/04/2017;04/05/2017;L8;C5;Tomato;9;AA;0;LO,
2;G;TO5;GF;G1;20/04/2017;04/05/2017;L9;C5;Tomato;73;AA;1;LO,
2;G;TO5;GF;G1;20/04/2017;04/05/2017;L10;C5;Tomato;13;AA;1;LO,
2;G;TO5;GF;G1;20/04/2017;04/05/2017;L1;C6;Tomato;18;LO;2;LO,
2;G;TO5;GF;G1;20/04/2017;04/05/2017;L2;C6;Tomato;40;LO;8;LO,
2;G;TO5;GF;G1;20/04/2017;04/05/2017;L3;C6;Tomato;8;LO;0;LO,
2;G;TO5;GF;G1;20/04/2017;04/05/2017;L4;C6;Tomato;30;LO;0;LO,
2;G;TO5;GF;G1;20/04/2017;04/05/2017;L5;C6;Tomato;41;LO;0;LO,
2;G;TO5;GF;G1;20/04/2017;04/05/2017;L6;C6;Tomato;44;LO;1;LO,
2;G;TO5;GF;G1;20/04/2017;04/05/2017;L7;C6;Tomato;72;LO;0;LO,
2;G;TO5;GF;G1;20/04/2017;04/05/2017;L8;C6;Tomato;45;LO;1;LO,
2;G;TO5;GF;G1;20/04/2017;04/05/2017;L9;C6;Tomato;29;LO;0;LO,
2;G;TO5;GF;G1;20/04/2017;04/05/2017;L10;C6;Tomato;4;LO;0;LO,
2;G;RA5;GF;G1;20/04/2017;04/05/2017;L1;C7;Grape;130;AA;4;LO,
2;G;RA5;GF;G1;20/04/2017;04/05/2017;L2;C7;Grape;34;AA;6;LO,
2;G;RA5;GF;G1;20/04/2017;04/05/2017;L3;C7;Grape;82;AA;21;LO,
2;G;RA5;GF;G1;20/04/2017;04/05/2017;L4;C7;Grape;36;AA;7;LO,
2;G;RA5;GF;G1;20/04/2017;04/05/2017;L5;C7;Grape;125;AA;15;LO,
2;G;RA5;GF;G1;20/04/2017;04/05/2017;L6;C7;Grape;188;AA;4;LO,
2;G;RA5;GF;G1;20/04/2017;04/05/2017;L7;C7;Grape;46;AA;5;LO,
2;G;RA5;GF;G1;20/04/2017;04/05/2017;L8;C7;Grape;120;AA;18;LO,
2;G;RA5;GF;G1;20/04/2017;04/05/2017;L9;C7;Grape;74;AA;10;LO,
2;G;RA5;GF;G1;20/04/2017;04/05/2017;L10;C7;Grape;155;AA;2;LO,
2;G;RA5;GF;G1;20/04/2017;04/05/2017;L1;C8;Grape;63;LO;3;LO,
2;G;RA5;GF;G1;20/04/2017;04/05/2017;L2;C8;Grape;46;LO;11;LO,
2;G;RA5;GF;G1;20/04/2017;04/05/2017;L3;C8;Grape;88;LO;9;LO,
2;G;RA5;GF;G1;20/04/2017;04/05/2017;L4;C8;Grape;91;LO;6;LO,
2;G;RA5;GF;G1;20/04/2017;04/05/2017;L5;C8;Grape;96;LO;15;LO,
2;G;RA5;GF;G1;20/04/2017;04/05/2017;L6;C8;Grape;73;LO;5;LO,
2;G;RA5;GF;G1;20/04/2017;04/05/2017;L7;C8;Grape;181;LO;12;LO,
2;G;RA5;GF;G1;20/04/2017;04/05/2017;L8;C8;Grape;112;LO;13;LO,
2;G;RA5;GF;G1;20/04/2017;04/05/2017;L9;C8;Grape;5;LO;4;LO,
2;G;RA5;GF;G1;20/04/2017;04/05/2017;L10;C8;Grape;85;LO;4;LO,
2;G;FI4;GF;G1;20/04/2017;04/05/2017;L1;C9;Fig;184;AA;8;LO,
2;G;FI4;GF;G1;20/04/2017;04/05/2017;L2;C9;Fig;148;AA;21;LO,
2;G;FI4;GF;G1;20/04/2017;04/05/2017;L3;C9;Fig;222;AA;19;LO,
2;G;FI4;GF;G1;20/04/2017;04/05/2017;L4;C9;Fig;228;AA;5;LO,
2;G;FI4;GF;G1;20/04/2017;04/05/2017;L5;C9;Fig;162;AA;18;LO,
2;G;FI4;GF;G1;20/04/2017;04/05/2017;L6;C9;Fig;288;AA;7;LO,
2;G;FI4;GF;G1;20/04/2017;04/05/2017;L7;C9;Fig;149;AA;13;LO,
2;G;FI4;GF;G1;20/04/2017;04/05/2017;L8;C9;Fig;134;AA;35;LO,
2;G;FI4;GF;G1;20/04/2017;04/05/2017;L9;C9;Fig;129;AA;14;LO,
2;G;FI4;GF;G1;20/04/2017;04/05/2017;L10;C9;Fig;186;AA;15;LO,
2;G;FI4;GF;G1;20/04/2017;04/05/2017;L1;C10;Fig;225;LO;13;LO,
2;G;FI4;GF;G1;20/04/2017;04/05/2017;L2;C10;Fig;160;LO;4;LO,
2;G;FI4;GF;G1;20/04/2017;04/05/2017;L3;C10;Fig;214;LO;9;LO,
2;G;FI4;GF;G1;20/04/2017;04/05/2017;L4;C10;Fig;135;LO;21;LO,
2;G;FI4;GF;G1;20/04/2017;04/05/2017;L5;C10;Fig;235;LO;2;LO,
2;G;FI4;GF;G1;20/04/2017;04/05/2017;L6;C10;Fig;80;LO;19;LO,
2;G;FI4;GF;G1;20/04/2017;04/05/2017;L7;C10;Fig;247;LO;7;LO,
2;G;FI4;GF;G1;20/04/2017;04/05/2017;L8;C10;Fig;219;LO;16;LO,
2;G;FI4;GF;G1;20/04/2017;04/05/2017;L9;C10;Fig;122;LO;8;LO,
2;G;FI4;GF;G1;20/04/2017;04/05/2017;L10;C10;Fig;182;LO;14;LO,
2;H;EG5;GF;G1;20/04/2017;04/05/2017;L1;C1;Rosehips;156;AA;31;LO,
2;H;EG5;GF;G1;20/04/2017;04/05/2017;L2;C1;Rosehips;175;AA;10;LO,
2;H;EG5;GF;G1;20/04/2017;04/05/2017;L3;C1;Rosehips;136;AA;28;LO,
2;H;EG5;GF;G1;20/04/2017;04/05/2017;L4;C1;Rosehips;195;AA;17;LO,
2;H;EG5;GF;G1;20/04/2017;04/05/2017;L5;C1;Rosehips;128;AA;47;LO,
2;H;EG5;GF;G1;20/04/2017;04/05/2017;L6;C1;Rosehips;122;AA;11;LO,
2;H;EG5;GF;G1;20/04/2017;04/05/2017;L7;C1;Rosehips;102;AA;2;LO,
2;H;EG5;GF;G1;20/04/2017;04/05/2017;L8;C1;Rosehips;115;AA;23;LO,
2;H;EG5;GF;G1;20/04/2017;04/05/2017;L9;C1;Rosehips;186;AA;18;LO,
2;H;EG5;GF;G1;20/04/2017;04/05/2017;L10;C1;Rosehips;168;AA;32;LO,
2;H;EG5;GF;G1;20/04/2017;04/05/2017;L1;C2;Rosehips;217;LO;12;LO,
2;H;EG5;GF;G1;20/04/2017;04/05/2017;L2;C2;Rosehips;160;LO;9;LO,
2;H;EG5;GF;G1;20/04/2017;04/05/2017;L3;C2;Rosehips;159;LO;13;LO,
2;H;EG5;GF;G1;20/04/2017;04/05/2017;L4;C2;Rosehips;168;LO;1;LO,
2;H;EG5;GF;G1;20/04/2017;04/05/2017;L5;C2;Rosehips;206;LO;48;LO,
2;H;EG5;GF;G1;20/04/2017;04/05/2017;L6;C2;Rosehips;117;LO;25;LO,
2;H;EG5;GF;G1;20/04/2017;04/05/2017;L7;C2;Rosehips;112;LO;4;LO,
2;H;EG5;GF;G1;20/04/2017;04/05/2017;L8;C2;Rosehips;169;LO;3;LO,
2;H;EG5;GF;G1;20/04/2017;04/05/2017;L9;C2;Rosehips;152;LO;26;LO,
2;H;EG5;GF;G1;20/04/2017;04/05/2017;L10;C2;Rosehips;96;LO;2;LO,
2;H;CR5;GF;G1;20/04/2017;04/05/2017;L1;C3;Cranberry;126;AA;11;LO,
2;H;CR5;GF;G1;20/04/2017;04/05/2017;L2;C3;Cranberry;186;AA;10;LO,
2;H;CR5;GF;G1;20/04/2017;04/05/2017;L3;C3;Cranberry;178;AA;15;LO,
2;H;CR5;GF;G1;20/04/2017;04/05/2017;L4;C3;Cranberry;171;AA;20;LO,
2;H;CR5;GF;G1;20/04/2017;04/05/2017;L5;C3;Cranberry;214;AA;5;LO,
2;H;CR5;GF;G1;20/04/2017;04/05/2017;L6;C3;Cranberry;160;AA;24;LO,
2;H;CR5;GF;G1;20/04/2017;04/05/2017;L7;C3;Cranberry;191;AA;11;LO,
2;H;CR5;GF;G1;20/04/2017;04/05/2017;L8;C3;Cranberry;131;AA;35;LO,
2;H;CR5;GF;G1;20/04/2017;04/05/2017;L9;C3;Cranberry;123;AA;16;LO,
2;H;CR5;GF;G1;20/04/2017;04/05/2017;L10;C3;Cranberry;106;AA;7;LO,
2;H;CR5;GF;G1;20/04/2017;04/05/2017;L1;C4;Cranberry;152;LO;1;LO,
2;H;CR5;GF;G1;20/04/2017;04/05/2017;L2;C4;Cranberry;45;LO;27;LO,
2;H;CR5;GF;G1;20/04/2017;04/05/2017;L3;C4;Cranberry;139;LO;29;LO,
2;H;CR5;GF;G1;20/04/2017;04/05/2017;L4;C4;Cranberry;178;LO;6;LO,
2;H;CR5;GF;G1;20/04/2017;04/05/2017;L5;C4;Cranberry;175;LO;12;LO,
2;H;CR5;GF;G1;20/04/2017;04/05/2017;L6;C4;Cranberry;67;LO;50;LO,
2;H;CR5;GF;G1;20/04/2017;04/05/2017;L7;C4;Cranberry;186;LO;8;LO,
2;H;CR5;GF;G1;20/04/2017;04/05/2017;L8;C4;Cranberry;195;LO;8;LO,
2;H;CR5;GF;G1;20/04/2017;04/05/2017;L9;C4;Cranberry;77;LO;32;LO,
2;H;CR5;GF;G1;20/04/2017;04/05/2017;L10;C4;Cranberry;121;LO;20;LO,
2;H;FI5;GF;G1;20/04/2017;04/05/2017;L1;C5;Fig;124;AA;8;LO,
2;H;FI5;GF;G1;20/04/2017;04/05/2017;L2;C5;Fig;244;AA;7;LO,
2;H;FI5;GF;G1;20/04/2017;04/05/2017;L3;C5;Fig;164;AA;19;LO,
2;H;FI5;GF;G1;20/04/2017;04/05/2017;L4;C5;Fig;216;AA;10;LO,
2;H;FI5;GF;G1;20/04/2017;04/05/2017;L5;C5;Fig;266;AA;7;LO,
2;H;FI5;GF;G1;20/04/2017;04/05/2017;L6;C5;Fig;186;AA;15;LO,
2;H;FI5;GF;G1;20/04/2017;04/05/2017;L7;C5;Fig;203;AA;29;LO,
2;H;FI5;GF;G1;20/04/2017;04/05/2017;L8;C5;Fig;210;AA;13;LO,
2;H;FI5;GF;G1;20/04/2017;04/05/2017;L9;C5;Fig;206;AA;4;LO,
2;H;FI5;GF;G1;20/04/2017;04/05/2017;L10;C5;Fig;188;AA;3;LO,
2;H;FI5;GF;G1;20/04/2017;04/05/2017;L1;C6;Fig;180;LO;9;LO,
2;H;FI5;GF;G1;20/04/2017;04/05/2017;L2;C6;Fig;236;LO;2;LO,
2;H;FI5;GF;G1;20/04/2017;04/05/2017;L3;C6;Fig;145;LO;7;LO,
2;H;FI5;GF;G1;20/04/2017;04/05/2017;L4;C6;Fig;212;LO;13;LO,
2;H;FI5;GF;G1;20/04/2017;04/05/2017;L5;C6;Fig;132;LO;14;LO,
2;H;FI5;GF;G1;20/04/2017;04/05/2017;L6;C6;Fig;210;LO;29;LO,
2;H;FI5;GF;G1;20/04/2017;04/05/2017;L7;C6;Fig;206;LO;17;LO,
2;H;FI5;GF;G1;20/04/2017;04/05/2017;L8;C6;Fig;197;LO;18;LO,
2;H;FI5;GF;G1;20/04/2017;04/05/2017;L9;C6;Fig;68;LO;20;LO,
2;H;FI5;GF;G1;20/04/2017;04/05/2017;L10;C6;Fig;285;LO;6;LO,
2;H;CE5;GF;G1;20/04/2017;04/05/2017;L1;C7;Cherry;136;AA;32;LO,
2;H;CE5;GF;G1;20/04/2017;04/05/2017;L2;C7;Cherry;127;AA;33;LO,
2;H;CE5;GF;G1;20/04/2017;04/05/2017;L3;C7;Cherry;152;AA;32;LO,
2;H;CE5;GF;G1;20/04/2017;04/05/2017;L4;C7;Cherry;170;AA;34;LO,
2;H;CE5;GF;G1;20/04/2017;04/05/2017;L5;C7;Cherry;207;AA;15;LO,
2;H;CE5;GF;G1;20/04/2017;04/05/2017;L6;C7;Cherry;217;AA;18;LO,
2;H;CE5;GF;G1;20/04/2017;04/05/2017;L7;C7;Cherry;131;AA;24;LO,
2;H;CE5;GF;G1;20/04/2017;04/05/2017;L8;C7;Cherry;74;AA;18;LO,
2;H;CE5;GF;G1;20/04/2017;04/05/2017;L9;C7;Cherry;164;AA;22;LO,
2;H;CE5;GF;G1;20/04/2017;04/05/2017;L10;C7;Cherry;128;AA;48;LO,
2;H;CE5;GF;G1;20/04/2017;04/05/2017;L1;C8;Cherry;201;AA;4;LO,
2;H;CE5;GF;G1;20/04/2017;04/05/2017;L2;C8;Cherry;208;AA;5;LO,
2;H;CE5;GF;G1;20/04/2017;04/05/2017;L3;C8;Cherry;219;AA;8;LO,
2;H;CE5;GF;G1;20/04/2017;04/05/2017;L4;C8;Cherry;156;AA;19;LO,
2;H;CE5;GF;G1;20/04/2017;04/05/2017;L5;C8;Cherry;168;AA;46;LO,
2;H;CE5;GF;G1;20/04/2017;04/05/2017;L6;C8;Cherry;176;AA;40;LO,
2;H;CE5;GF;G1;20/04/2017;04/05/2017;L7;C8;Cherry;152;AA;36;LO,
2;H;CE5;GF;G1;20/04/2017;04/05/2017;L8;C8;Cherry;133;AA;56;LO,
2;H;CE5;GF;G1;20/04/2017;04/05/2017;L9;C8;Cherry;217;AA;7;LO,
2;H;CE5;GF;G1;20/04/2017;04/05/2017;L10;C8;Cherry;113;AA;31;LO,
2;H;FR5;GF;G1;20/04/2017;04/05/2017;L1;C9;Strawberry;94;AA;22;LO,
2;H;FR5;GF;G1;20/04/2017;04/05/2017;L2;C9;Strawberry;112;AA;23;LO,
2;H;FR5;GF;G1;20/04/2017;04/05/2017;L3;C9;Strawberry;133;AA;24;LO,
2;H;FR5;GF;G1;20/04/2017;04/05/2017;L4;C9;Strawberry;95;AA;28;LO,
2;H;FR5;GF;G1;20/04/2017;04/05/2017;L5;C9;Strawberry;124;AA;45;LO,
2;H;FR5;GF;G1;20/04/2017;04/05/2017;L6;C9;Strawberry;175;AA;17;LO,
2;H;FR5;GF;G1;20/04/2017;04/05/2017;L7;C9;Strawberry;92;AA;18;LO,
2;H;FR5;GF;G1;20/04/2017;04/05/2017;L8;C9;Strawberry;133;AA;21;LO,
2;H;FR5;GF;G1;20/04/2017;04/05/2017;L9;C9;Strawberry;71;AA;13;LO,
2;H;FR5;GF;G1;20/04/2017;04/05/2017;L10;C9;Strawberry;67;AA;17;LO,
2;H;FR5;GF;G1;20/04/2017;04/05/2017;L1;C10;Strawberry;160;LO;9;LO,
2;H;FR5;GF;G1;20/04/2017;04/05/2017;L2;C10;Strawberry;69;LO;15;LO,
2;H;FR5;GF;G1;20/04/2017;04/05/2017;L3;C10;Strawberry;176;LO;13;LO,
2;H;FR5;GF;G1;20/04/2017;04/05/2017;L4;C10;Strawberry;106;LO;33;LO,
2;H;FR5;GF;G1;20/04/2017;04/05/2017;L5;C10;Strawberry;175;LO;33;LO,
2;H;FR5;GF;G1;20/04/2017;04/05/2017;L6;C10;Strawberry;120;LO;32;LO,
2;H;FR5;GF;G1;20/04/2017;04/05/2017;L7;C10;Strawberry;137;LO;35;LO,
2;H;FR5;GF;G1;20/04/2017;04/05/2017;L8;C10;Strawberry;194;LO;37;LO,
2;H;FR5;GF;G1;20/04/2017;04/05/2017;L9;C10;Strawberry;97;LO;36;LO,
2;H;FR5;GF;G1;20/04/2017;04/05/2017;L10;C10;Strawberry;103;LO;27;LO,
